,Name of user,Competition Name,Label,Ranking
458,344,JIFF ISC Script Contest,0,0.0
459,344,Maay Marathi Film Competition 2017,0,0.0988128121085
460,344,Project Innovation Contest,0,0.0597413658529
461,344,Dream Build Play 2017 Challenge,1,0.649706338863
462,344,Photography Competition 2017,1,0.573369051024
463,344,Asia Young Designer Award Contest,1,0.395356828832
464,344,GYTI Innovation Awards,0,0.0694116090673
465,344,Haryana Vigyan / Yuva Vigyan Ratna Awards 2017-18,0,0.0549963022312
466,344,Dr. A P J Abdul Kalam National Legal Essay Competition 2017,0,0.106582901625
467,344,1st Justice P N Bhagwati Research Paper Writing Competition 2017,0,0.0083104618126
468,344,Best International Future Lawyer Award 2017,0,0.0
469,344,Archasm Architecture Competition 2017,0,0.0578819938763
470,344,4th National Essay Writing Competition 2018,0,0.0292332229881
